review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
hore fitur ambil ribet ribet ganti alamat raja ampat,"{'classified_text': 'hore [4] fitur ambil ribet ribet ganti alamat raja ampat', 'tweet_text': ' hore fitur ambil ribet ribet ganti alamat raja ampat', 'sentence_score': ['hore [4] fitur ambil ribet ribet ganti alamat raja ampat'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",hore [4] fitur ambil ribet ribet ganti alamat raja ampat, hore fitur ambil ribet ribet ganti alamat raja ampat,['hore [4] fitur ambil ribet ribet ganti alamat raja ampat'],4,-1,positif
tipe kulit kering under tone kulit cool,"{'classified_text': 'tipe kulit kering under tone kulit cool', 'tweet_text': ' tipe kulit kering under tone kulit cool', 'sentence_score': ['tipe kulit kering under tone kulit cool'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kering under tone kulit cool, tipe kulit kering under tone kulit cool,['tipe kulit kering under tone kulit cool'],1,-1,netral
beli mudah sesuai deskripsi,"{'classified_text': 'beli mudah [3] sesuai [4] deskripsi', 'tweet_text': ' beli mudah sesuai deskripsi', 'sentence_score': ['beli mudah [3] sesuai [4] deskripsi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beli mudah [3] sesuai [4] deskripsi, beli mudah sesuai deskripsi,['beli mudah [3] sesuai [4] deskripsi'],4,-1,positif
beli banget lihat review beauty influencers bagus pagi pakai cushion nya siang nya touch up pakai purrrrfect btw skin type combination undertone nya cool,"{'classified_text': 'beli banget lihat review beauty influencers bagus [4] pagi pakai cushion nya siang nya touch up pakai purfect [2] btw skin type combination undertone nya cool', 'tweet_text': ' beli banget lihat review beauty influencers bagus pagi pakai cushion nya siang nya touch up pakai purfect btw skin type combination undertone nya cool', 'sentence_score': ['beli banget lihat review beauty influencers bagus [4] pagi pakai cushion nya siang nya touch up pakai purfect [2] btw skin type combination undertone nya cool'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beli banget lihat review beauty influencers bagus [4] pagi pakai cushion nya siang nya touch up pakai purfect [2] btw skin type combination undertone nya cool, beli banget lihat review beauty influencers bagus pagi pakai cushion nya siang nya touch up pakai purfect btw skin type combination undertone nya cool,['beli banget lihat review beauty influencers bagus [4] pagi pakai cushion nya siang nya touch up pakai purfect [2] btw skin type combination undertone nya cool'],4,-1,positif
tipe kulit kombinasi kulit pori first try moga cocok packing nya aman kotak isi serum,"{'classified_text': 'tipe kulit kombinasi kulit pori first try moga cocok [3] packing nya aman [4] kotak isi serum', 'tweet_text': ' tipe kulit kombinasi kulit pori first try moga cocok packing nya aman kotak isi serum', 'sentence_score': ['tipe kulit kombinasi kulit pori first try moga cocok [3] packing nya aman [4] kotak isi serum'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit kombinasi kulit pori first try moga cocok [3] packing nya aman [4] kotak isi serum, tipe kulit kombinasi kulit pori first try moga cocok packing nya aman kotak isi serum,['tipe kulit kombinasi kulit pori first try moga cocok [3] packing nya aman [4] kotak isi serum'],4,-1,positif
matt kering smooth banget,"{'classified_text': 'matt kering smooth banget', 'tweet_text': ' matt kering smooth banget', 'sentence_score': ['matt kering smooth banget'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",matt kering smooth banget, matt kering smooth banget,['matt kering smooth banget'],1,-1,netral
ringan gampang diblend cocok daily,"{'classified_text': 'ringan gampang diblend cocok [3] daily', 'tweet_text': ' ringan gampang diblend cocok daily', 'sentence_score': ['ringan gampang diblend cocok [3] daily'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ringan gampang diblend cocok [3] daily, ringan gampang diblend cocok daily,['ringan gampang diblend cocok [3] daily'],3,-1,positif
alhamdulilah aman pakai langsung kenyal resap sempurna moga cocok,"{'classified_text': 'alhamdulilah aman [4] pakai langsung kenyal resap sempurna [5] moga cocok [3]', 'tweet_text': ' alhamdulilah aman pakai langsung kenyal resap sempurna moga cocok', 'sentence_score': ['alhamdulilah aman [4] pakai langsung kenyal resap sempurna [5] moga cocok [3]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",alhamdulilah aman [4] pakai langsung kenyal resap sempurna [5] moga cocok [3], alhamdulilah aman pakai langsung kenyal resap sempurna moga cocok,['alhamdulilah aman [4] pakai langsung kenyal resap sempurna [5] moga cocok [3]'],5,-1,positif
bagus banget,"{'classified_text': 'bagus [5] banget', 'tweet_text': ' bagus banget', 'sentence_score': ['bagus [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget, bagus banget,['bagus [5] banget'],5,-1,positif
bagus banget bersihin muka habis pakai pakai up super tebal pakai muka asa bersih banget telah halus glowing warna kemas lucu banget thanks seller,"{'classified_text': 'bagus [5] banget bersihin muka habis pakai pakai up super [4] tebal pakai muka asa bersih [6] banget telah halus [3] glowing warna kemas lucu [5] banget thanks seller', 'tweet_text': ' bagus banget bersihin muka habis pakai pakai up super tebal pakai muka asa bersih banget telah halus glowing warna kemas lucu banget thanks seller', 'sentence_score': ['bagus [5] banget bersihin muka habis pakai pakai up super [4] tebal pakai muka asa bersih [6] banget telah halus [3] glowing warna kemas lucu [5] banget thanks seller'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget bersihin muka habis pakai pakai up super [4] tebal pakai muka asa bersih [6] banget telah halus [3] glowing warna kemas lucu [5] banget thanks seller, bagus banget bersihin muka habis pakai pakai up super tebal pakai muka asa bersih banget telah halus glowing warna kemas lucu banget thanks seller,['bagus [5] banget bersihin muka habis pakai pakai up super [4] tebal pakai muka asa bersih [6] banget telah halus [3] glowing warna kemas lucu [5] banget thanks seller'],6,-1,positif
barang aman abuan dikit toleransi thanks ya,"{'classified_text': 'barang aman [4] abuan dikit toleransi [4] thanks ya', 'tweet_text': ' barang aman abuan dikit toleransi thanks ya', 'sentence_score': ['barang aman [4] abuan dikit toleransi [4] thanks ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang aman [4] abuan dikit toleransi [4] thanks ya, barang aman abuan dikit toleransi thanks ya,['barang aman [4] abuan dikit toleransi [4] thanks ya'],4,-1,positif
cocok wajah bruntusan jerawat muncul,"{'classified_text': 'cocok [3] wajah bruntusan jerawat muncul', 'tweet_text': ' cocok wajah bruntusan jerawat muncul', 'sentence_score': ['cocok [3] wajah bruntusan jerawat muncul'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] wajah bruntusan jerawat muncul, cocok wajah bruntusan jerawat muncul,['cocok [3] wajah bruntusan jerawat muncul'],3,-1,positif
wajah bikin timbul bruntusan,"{'classified_text': 'wajah bikin timbul bruntusan', 'tweet_text': ' wajah bikin timbul bruntusan', 'sentence_score': ['wajah bikin timbul bruntusan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",wajah bikin timbul bruntusan, wajah bikin timbul bruntusan,['wajah bikin timbul bruntusan'],1,-1,netral
packing rapi moga cocok kurir bl list,"{'classified_text': 'packing rapi [4] moga cocok [3] kurir bl list', 'tweet_text': ' packing rapi moga cocok kurir bl list', 'sentence_score': ['packing rapi [4] moga cocok [3] kurir bl list'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packing rapi [4] moga cocok [3] kurir bl list, packing rapi moga cocok kurir bl list,['packing rapi [4] moga cocok [3] kurir bl list'],4,-1,positif
praktis cocok keluarga nyaman muda tua,"{'classified_text': 'praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]', 'tweet_text': ' praktis cocok keluarga nyaman muda tua', 'sentence_score': ['praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4], praktis cocok keluarga nyaman muda tua,['praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]'],5,-4,positif
beli tiga kalo salah overall khasiat lumayan ok not impressive but ok hidrasi undereye sayang kualitas kemas bagus simpan sembarang tutup pecah kali beli ceroboh ngejatohin beli pecah retak kayak kualitas plastik bagus moga baik kuat,"{'classified_text': 'beli tiga kalo salah [-4] overall khasiat lumayan [2] ok [1] not impressive but ok [1] hidrasi undereye sayang [4] kualitas kemas bagus [4] simpan [1] sembarang tutup pecah [-3] kali beli ceroboh [-4] ngejatohin beli pecah [-2] retak kayak kualitas plastik bagus [4] moga baik [4] kuat [5]', 'tweet_text': ' beli tiga kalo salah overall khasiat lumayan ok not impressive but ok hidrasi undereye sayang kualitas kemas bagus simpan sembarang tutup pecah kali beli ceroboh ngejatohin beli pecah retak kayak kualitas plastik bagus moga baik kuat', 'sentence_score': ['beli tiga kalo salah [-4] overall khasiat lumayan [2] ok [1] not impressive but ok [1] hidrasi undereye sayang [4] kualitas kemas bagus [4] simpan [1] sembarang tutup pecah [-3] kali beli ceroboh [-4] ngejatohin beli pecah [-2] retak kayak kualitas plastik bagus [4] moga baik [4] kuat [5]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",beli tiga kalo salah [-4] overall khasiat lumayan [2] ok [1] not impressive but ok [1] hidrasi undereye sayang [4] kualitas kemas bagus [4] simpan [1] sembarang tutup pecah [-3] kali beli ceroboh [-4] ngejatohin beli pecah [-2] retak kayak kualitas plastik bagus [4] moga baik [4] kuat [5], beli tiga kalo salah overall khasiat lumayan ok not impressive but ok hidrasi undereye sayang kualitas kemas bagus simpan sembarang tutup pecah kali beli ceroboh ngejatohin beli pecah retak kayak kualitas plastik bagus moga baik kuat,['beli tiga kalo salah [-4] overall khasiat lumayan [2] ok [1] not impressive but ok [1] hidrasi undereye sayang [4] kualitas kemas bagus [4] simpan [1] sembarang tutup pecah [-3] kali beli ceroboh [-4] ngejatohin beli pecah [-2] retak kayak kualitas plastik bagus [4] moga baik [4] kuat [5]'],5,-4,positif
kirim nya cepat banget coba somethic ragu sih,"{'classified_text': 'kirim nya cepat [5] banget coba somethic ragu sih', 'tweet_text': ' kirim nya cepat banget coba somethic ragu sih', 'sentence_score': ['kirim nya cepat [5] banget coba somethic ragu sih'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kirim nya cepat [5] banget coba somethic ragu sih, kirim nya cepat banget coba somethic ragu sih,['kirim nya cepat [5] banget coba somethic ragu sih'],5,-1,positif
mesennya telat libur seller gercep ngirimnya,"{'classified_text': 'mesennya telat [-3] libur seller gercep ngirimnya', 'tweet_text': ' mesennya telat libur seller gercep ngirimnya', 'sentence_score': ['mesennya telat [-3] libur seller gercep ngirimnya'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",mesennya telat [-3] libur seller gercep ngirimnya, mesennya telat libur seller gercep ngirimnya,['mesennya telat [-3] libur seller gercep ngirimnya'],1,-3,negatif
barang bagus sesuai ekspektasi,"{'classified_text': 'barang bagus [4] sesuai [4] ekspektasi', 'tweet_text': ' barang bagus sesuai ekspektasi', 'sentence_score': ['barang bagus [4] sesuai [4] ekspektasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4] sesuai [4] ekspektasi, barang bagus sesuai ekspektasi,['barang bagus [4] sesuai [4] ekspektasi'],4,-1,positif
barang bagus sesuai ekspektasi,"{'classified_text': 'barang bagus [4] sesuai [4] ekspektasi', 'tweet_text': ' barang bagus sesuai ekspektasi', 'sentence_score': ['barang bagus [4] sesuai [4] ekspektasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4] sesuai [4] ekspektasi, barang bagus sesuai ekspektasi,['barang bagus [4] sesuai [4] ekspektasi'],4,-1,positif
wangi mint awet,"{'classified_text': 'wangi mint awet', 'tweet_text': ' wangi mint awet', 'sentence_score': ['wangi mint awet'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",wangi mint awet, wangi mint awet,['wangi mint awet'],1,-1,netral
barang nya ok kirim nya banget terima kasih ya,"{'classified_text': 'barang nya ok [1] kirim nya banget terima kasih [4] ya', 'tweet_text': ' barang nya ok kirim nya banget terima kasih ya', 'sentence_score': ['barang nya ok [1] kirim nya banget terima kasih [4] ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang nya ok [1] kirim nya banget terima kasih [4] ya, barang nya ok kirim nya banget terima kasih ya,['barang nya ok [1] kirim nya banget terima kasih [4] ya'],4,-1,positif
bikin kulit moist hari pakai pakai pakai up ok banget,"{'classified_text': 'bikin kulit moist hari pakai pakai pakai up ok [2] banget', 'tweet_text': ' bikin kulit moist hari pakai pakai pakai up ok banget', 'sentence_score': ['bikin kulit moist hari pakai pakai pakai up ok [2] banget'], 'max_positive': 2, 'max_negative': -1, 'kelas': 'positif'}",bikin kulit moist hari pakai pakai pakai up ok [2] banget, bikin kulit moist hari pakai pakai pakai up ok banget,['bikin kulit moist hari pakai pakai pakai up ok [2] banget'],2,-1,positif
barang bagus,"{'classified_text': 'barang bagus [4]', 'tweet_text': ' barang bagus', 'sentence_score': ['barang bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4], barang bagus,['barang bagus [4]'],4,-1,positif
pakai somethinc so far suka sih copy paste,"{'classified_text': 'pakai somethinc so far suka [4] sih copy paste', 'tweet_text': ' pakai somethinc so far suka sih copy paste', 'sentence_score': ['pakai somethinc so far suka [4] sih copy paste'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",pakai somethinc so far suka [4] sih copy paste, pakai somethinc so far suka sih copy paste,['pakai somethinc so far suka [4] sih copy paste'],4,-1,positif
repeat order sih so far ok ok bagus,"{'classified_text': 'repeat order sih so far ok [1] ok [1] bagus [5]', 'tweet_text': ' repeat order sih so far ok ok bagus', 'sentence_score': ['repeat order sih so far ok [1] ok [1] bagus [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",repeat order sih so far ok [1] ok [1] bagus [5], repeat order sih so far ok ok bagus,['repeat order sih so far ok [1] ok [1] bagus [5]'],5,-1,positif
check out tentu warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim nyatu warna kulit light coverage pakai wudhu luntur wajar sunscreen butuh reapply,"{'classified_text': 'check out tentu [1] warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim [-3] nyatu warna kulit light coverage pakai wudhu luntur wajar [3] sunscreen butuh reapply', 'tweet_text': ' check out tentu warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim nyatu warna kulit light coverage pakai wudhu luntur wajar sunscreen butuh reapply', 'sentence_score': ['check out tentu [1] warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim [-3] nyatu warna kulit light coverage pakai wudhu luntur wajar [3] sunscreen butuh reapply'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",check out tentu [1] warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim [-3] nyatu warna kulit light coverage pakai wudhu luntur wajar [3] sunscreen butuh reapply, check out tentu warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim nyatu warna kulit light coverage pakai wudhu luntur wajar sunscreen butuh reapply,['check out tentu [1] warna filter ig official account pasti cahaya lightweight ringan wajah oksidasi minim [-3] nyatu warna kulit light coverage pakai wudhu luntur wajar [3] sunscreen butuh reapply'],3,-3,netral
tipe kulit sensitif tipe kulit minyak,"{'classified_text': 'tipe kulit sensitif [-2] tipe kulit minyak', 'tweet_text': ' tipe kulit sensitif tipe kulit minyak', 'sentence_score': ['tipe kulit sensitif [-2] tipe kulit minyak'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit sensitif [-2] tipe kulit minyak, tipe kulit sensitif tipe kulit minyak,['tipe kulit sensitif [-2] tipe kulit minyak'],1,-2,negatif
niacinemade bantu cerah kulit biar kusam tipe kulit normal,"{'classified_text': 'niacinemade bantu cerah [4] kulit biar kusam [-3] tipe kulit normal [-1]', 'tweet_text': ' niacinemade bantu cerah kulit biar kusam tipe kulit normal', 'sentence_score': ['niacinemade bantu cerah [4] kulit biar kusam [-3] tipe kulit normal [-1]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",niacinemade bantu cerah [4] kulit biar kusam [-3] tipe kulit normal [-1], niacinemade bantu cerah kulit biar kusam tipe kulit normal,['niacinemade bantu cerah [4] kulit biar kusam [-3] tipe kulit normal [-1]'],4,-3,positif
barang terima kondisi produk segel coba,"{'classified_text': 'barang terima kondisi produk segel coba', 'tweet_text': ' barang terima kondisi produk segel coba', 'sentence_score': ['barang terima kondisi produk segel coba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",barang terima kondisi produk segel coba, barang terima kondisi produk segel coba,['barang terima kondisi produk segel coba'],1,-1,netral
coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
coba tipe kulit minyak,"{'classified_text': 'coba tipe kulit minyak', 'tweet_text': ' coba tipe kulit minyak', 'sentence_score': ['coba tipe kulit minyak'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",coba tipe kulit minyak, coba tipe kulit minyak,['coba tipe kulit minyak'],1,-1,netral
tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif,"{'classified_text': 'tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif', 'sentence_score': ['tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif [-2], tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif,['tipe kulit minyak kulit jerawat kulit pori tipe kulit sensitif [-2]'],1,-2,negatif
packaging aman banget pakai kardus,"{'classified_text': 'packaging aman [5] banget pakai kardus', 'tweet_text': ' packaging aman banget pakai kardus', 'sentence_score': ['packaging aman [5] banget pakai kardus'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packaging aman [5] banget pakai kardus, packaging aman banget pakai kardus,['packaging aman [5] banget pakai kardus'],5,-1,positif
cocok packaging aman banget pakai kardus,"{'classified_text': 'cocok [3] packaging aman [5] banget pakai kardus', 'tweet_text': ' cocok packaging aman banget pakai kardus', 'sentence_score': ['cocok [3] packaging aman [5] banget pakai kardus'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] packaging aman [5] banget pakai kardus, cocok packaging aman banget pakai kardus,['cocok [3] packaging aman [5] banget pakai kardus'],5,-1,positif
sip coba warna hayg savage cocok kulit medium hari terima kasih ya,"{'classified_text': 'sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya', 'tweet_text': ' sip coba warna hayg savage cocok kulit medium hari terima kasih ya', 'sentence_score': ['sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya, sip coba warna hayg savage cocok kulit medium hari terima kasih ya,['sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya'],4,-1,positif
tipe kulit sensitif pakai bikin iritasi aman banget,"{'classified_text': 'tipe kulit sensitif [-2] pakai bikin iritasi aman [5] banget', 'tweet_text': ' tipe kulit sensitif pakai bikin iritasi aman banget', 'sentence_score': ['tipe kulit sensitif [-2] pakai bikin iritasi aman [5] banget'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",tipe kulit sensitif [-2] pakai bikin iritasi aman [5] banget, tipe kulit sensitif pakai bikin iritasi aman banget,['tipe kulit sensitif [-2] pakai bikin iritasi aman [5] banget'],5,-2,positif
isi serum nya fulll banget,"{'classified_text': 'isi serum nya ful banget', 'tweet_text': ' isi serum nya ful banget', 'sentence_score': ['isi serum nya ful banget'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",isi serum nya ful banget, isi serum nya ful banget,['isi serum nya ful banget'],1,-1,netral
kirim lumayan packing rapi aman produk mantap jerawat punggung langsung kering,"{'classified_text': 'kirim lumayan [2] packing rapi [4] aman [5] produk mantap [4] jerawat punggung langsung kering', 'tweet_text': ' kirim lumayan packing rapi aman produk mantap jerawat punggung langsung kering', 'sentence_score': ['kirim lumayan [2] packing rapi [4] aman [5] produk mantap [4] jerawat punggung langsung kering'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kirim lumayan [2] packing rapi [4] aman [5] produk mantap [4] jerawat punggung langsung kering, kirim lumayan packing rapi aman produk mantap jerawat punggung langsung kering,['kirim lumayan [2] packing rapi [4] aman [5] produk mantap [4] jerawat punggung langsung kering'],5,-1,positif
bagus banget warna pas pakai cocok banget kulit kayak,"{'classified_text': 'bagus [5] banget warna pas pakai cocok [4] banget kulit kayak', 'tweet_text': ' bagus banget warna pas pakai cocok banget kulit kayak', 'sentence_score': ['bagus [5] banget warna pas pakai cocok [4] banget kulit kayak'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget warna pas pakai cocok [4] banget kulit kayak, bagus banget warna pas pakai cocok banget kulit kayak,['bagus [5] banget warna pas pakai cocok [4] banget kulit kayak'],5,-1,positif
packing aman barang ok jerawat punggung hilang sensasi dingin nya enak banget,"{'classified_text': 'packing aman [4] barang ok [1] jerawat punggung hilang [-3] sensasi [-2] dingin [-1] nya enak [5] banget', 'tweet_text': ' packing aman barang ok jerawat punggung hilang sensasi dingin nya enak banget', 'sentence_score': ['packing aman [4] barang ok [1] jerawat punggung hilang [-3] sensasi [-2] dingin [-1] nya enak [5] banget'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",packing aman [4] barang ok [1] jerawat punggung hilang [-3] sensasi [-2] dingin [-1] nya enak [5] banget, packing aman barang ok jerawat punggung hilang sensasi dingin nya enak banget,['packing aman [4] barang ok [1] jerawat punggung hilang [-3] sensasi [-2] dingin [-1] nya enak [5] banget'],5,-3,positif
kecewa exp produk hapus mana brand salah suudzon sih exp produk kemas beda asli produk percaya produk expired mohon perhati teliti depan,"{'classified_text': 'kecewa [-3] exp produk hapus mana [-4] brand salah [-4] suudzon sih exp produk kemas beda asli [4] produk percaya [4] produk expired mohon [1] perhati teliti depan', 'tweet_text': ' kecewa exp produk hapus mana brand salah suudzon sih exp produk kemas beda asli produk percaya produk expired mohon perhati teliti depan', 'sentence_score': ['kecewa [-3] exp produk hapus mana [-4] brand salah [-4] suudzon sih exp produk kemas beda asli [4] produk percaya [4] produk expired mohon [1] perhati teliti depan'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",kecewa [-3] exp produk hapus mana [-4] brand salah [-4] suudzon sih exp produk kemas beda asli [4] produk percaya [4] produk expired mohon [1] perhati teliti depan, kecewa exp produk hapus mana brand salah suudzon sih exp produk kemas beda asli produk percaya produk expired mohon perhati teliti depan,['kecewa [-3] exp produk hapus mana [-4] brand salah [-4] suudzon sih exp produk kemas beda asli [4] produk percaya [4] produk expired mohon [1] perhati teliti depan'],4,-4,netral
bagus toner nya,"{'classified_text': 'bagus [4] toner nya', 'tweet_text': ' bagus toner nya', 'sentence_score': ['bagus [4] toner nya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] toner nya, bagus toner nya,['bagus [4] toner nya'],4,-1,positif
emas oke kirim cepat coba moga cocok,"{'classified_text': 'emas [4] oke [4] kirim cepat [4] coba moga cocok [3]', 'tweet_text': ' emas oke kirim cepat coba moga cocok', 'sentence_score': ['emas [4] oke [4] kirim cepat [4] coba moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",emas [4] oke [4] kirim cepat [4] coba moga cocok [3], emas oke kirim cepat coba moga cocok,['emas [4] oke [4] kirim cepat [4] coba moga cocok [3]'],4,-1,positif
kulit jerawat tipe kulit sensitif kulit pori,"{'classified_text': 'kulit jerawat tipe kulit sensitif [-2] kulit pori', 'tweet_text': ' kulit jerawat tipe kulit sensitif kulit pori', 'sentence_score': ['kulit jerawat tipe kulit sensitif [-2] kulit pori'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",kulit jerawat tipe kulit sensitif [-2] kulit pori, kulit jerawat tipe kulit sensitif kulit pori,['kulit jerawat tipe kulit sensitif [-2] kulit pori'],1,-2,negatif
coba viral fiks bagus sih shade nina cocok kulit ku light medium checkmatte joker bagus banget asli ringan tahan,"{'classified_text': 'coba viral fiks bagus [4] sih shade nina cocok [3] kulit ku light medium checkmatte joker bagus [5] banget asli [5] ringan tahan', 'tweet_text': ' coba viral fiks bagus sih shade nina cocok kulit ku light medium checkmatte joker bagus banget asli ringan tahan', 'sentence_score': ['coba viral fiks bagus [4] sih shade nina cocok [3] kulit ku light medium checkmatte joker bagus [5] banget asli [5] ringan tahan'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",coba viral fiks bagus [4] sih shade nina cocok [3] kulit ku light medium checkmatte joker bagus [5] banget asli [5] ringan tahan, coba viral fiks bagus sih shade nina cocok kulit ku light medium checkmatte joker bagus banget asli ringan tahan,['coba viral fiks bagus [4] sih shade nina cocok [3] kulit ku light medium checkmatte joker bagus [5] banget asli [5] ringan tahan'],5,-1,positif
potong harga bonus jepit mata alhamdulillah terima kasih,"{'classified_text': 'potong [-1] harga bonus [3] jepit mata alhamdulillah terima kasih [4]', 'tweet_text': ' potong harga bonus jepit mata alhamdulillah terima kasih', 'sentence_score': ['potong [-1] harga bonus [3] jepit mata alhamdulillah terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",potong [-1] harga bonus [3] jepit mata alhamdulillah terima kasih [4], potong harga bonus jepit mata alhamdulillah terima kasih,['potong [-1] harga bonus [3] jepit mata alhamdulillah terima kasih [4]'],4,-1,positif
cocok kulit,"{'classified_text': 'cocok [3] kulit', 'tweet_text': ' cocok kulit', 'sentence_score': ['cocok [3] kulit'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit, cocok kulit,['cocok [3] kulit'],3,-1,positif
sesuai pesan cocok kulit,"{'classified_text': 'sesuai [3] pesan cocok [3] kulit', 'tweet_text': ' sesuai pesan cocok kulit', 'sentence_score': ['sesuai [3] pesan cocok [3] kulit'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] pesan cocok [3] kulit, sesuai pesan cocok kulit,['sesuai [3] pesan cocok [3] kulit'],3,-1,positif
sesuai pesan jerawat punggung kurang,"{'classified_text': 'sesuai [3] pesan jerawat punggung kurang [-2]', 'tweet_text': ' sesuai pesan jerawat punggung kurang', 'sentence_score': ['sesuai [3] pesan jerawat punggung kurang [-2]'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",sesuai [3] pesan jerawat punggung kurang [-2], sesuai pesan jerawat punggung kurang,['sesuai [3] pesan jerawat punggung kurang [-2]'],3,-2,positif
andal siang siang,"{'classified_text': 'andal siang siang', 'tweet_text': ' andal siang siang', 'sentence_score': ['andal siang siang'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",andal siang siang, andal siang siang,['andal siang siang'],1,-1,netral
