review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
kali coba moga cocok kulit,"{'classified_text': 'kali coba moga cocok [3] kulit', 'tweet_text': ' kali coba moga cocok kulit', 'sentence_score': ['kali coba moga cocok [3] kulit'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",kali coba moga cocok [3] kulit, kali coba moga cocok kulit,['kali coba moga cocok [3] kulit'],3,-1,positif
gampang patah enak lipcream aman aman,"{'classified_text': 'gampang patah enak [4] lipcream aman [4] aman [5]', 'tweet_text': ' gampang patah enak lipcream aman aman', 'sentence_score': ['gampang patah enak [4] lipcream aman [4] aman [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",gampang patah enak [4] lipcream aman [4] aman [5], gampang patah enak lipcream aman aman,['gampang patah enak [4] lipcream aman [4] aman [5]'],5,-1,positif
ok,"{'classified_text': 'ok [1]', 'tweet_text': ' ok', 'sentence_score': ['ok [1]'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ok [1], ok,['ok [1]'],1,-1,netral
warna bagus tahan ringan bibir,"{'classified_text': 'warna bagus [4] tahan ringan bibir', 'tweet_text': ' warna bagus tahan ringan bibir', 'sentence_score': ['warna bagus [4] tahan ringan bibir'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",warna bagus [4] tahan ringan bibir, warna bagus tahan ringan bibir,['warna bagus [4] tahan ringan bibir'],4,-1,positif
maaf luntur eyeliner nya,"{'classified_text': 'maaf luntur eyeliner nya', 'tweet_text': ' maaf luntur eyeliner nya', 'sentence_score': ['maaf luntur eyeliner nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",maaf luntur eyeliner nya, maaf luntur eyeliner nya,['maaf luntur eyeliner nya'],1,-1,netral
paket packagingnya bagus order box aman produk coba ada diskon ya kak thanks seller,"{'classified_text': 'paket packagingnya bagus [4] order box aman [4] produk coba ada diskon ya kak thanks seller', 'tweet_text': ' paket packagingnya bagus order box aman produk coba ada diskon ya kak thanks seller', 'sentence_score': ['paket packagingnya bagus [4] order box aman [4] produk coba ada diskon ya kak thanks seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket packagingnya bagus [4] order box aman [4] produk coba ada diskon ya kak thanks seller, paket packagingnya bagus order box aman produk coba ada diskon ya kak thanks seller,['paket packagingnya bagus [4] order box aman [4] produk coba ada diskon ya kak thanks seller'],4,-1,positif
kecewa banget somethinc pakai produk muka beruntus parah kulit sentuh sakit konsultasi wa nya please muka orang layan baik jual doang,"{'classified_text': 'kecewa [-4] banget somethinc pakai produk muka beruntus parah [-5] kulit sentuh sakit [-4] konsultasi wa nya please muka orang layan baik [4] jual doang [-2]', 'tweet_text': ' kecewa banget somethinc pakai produk muka beruntus parah kulit sentuh sakit konsultasi wa nya please muka orang layan baik jual doang', 'sentence_score': ['kecewa [-4] banget somethinc pakai produk muka beruntus parah [-5] kulit sentuh sakit [-4] konsultasi wa nya please muka orang layan baik [4] jual doang [-2]'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",kecewa [-4] banget somethinc pakai produk muka beruntus parah [-5] kulit sentuh sakit [-4] konsultasi wa nya please muka orang layan baik [4] jual doang [-2], kecewa banget somethinc pakai produk muka beruntus parah kulit sentuh sakit konsultasi wa nya please muka orang layan baik jual doang,['kecewa [-4] banget somethinc pakai produk muka beruntus parah [-5] kulit sentuh sakit [-4] konsultasi wa nya please muka orang layan baik [4] jual doang [-2]'],4,-5,negatif
tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi bubble wrap segel senang,"{'classified_text': 'tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi [4] bubble wrap segel senang [4]', 'tweet_text': ' tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi bubble wrap segel senang', 'sentence_score': ['tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi [4] bubble wrap segel senang [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi [4] bubble wrap segel senang [4], tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi bubble wrap segel senang,['tipe kulit minyak kulit jerawat kulit pori wrappingnya rapi [4] bubble wrap segel senang [4]'],4,-1,positif
sekian kali beli cleanser enak,"{'classified_text': 'sekian kali beli cleanser enak [4]', 'tweet_text': ' sekian kali beli cleanser enak', 'sentence_score': ['sekian kali beli cleanser enak [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sekian kali beli cleanser enak [4], sekian kali beli cleanser enak,['sekian kali beli cleanser enak [4]'],4,-1,positif
pas tipe kulit kombinasi under tone kulit warm,"{'classified_text': 'pas tipe kulit kombinasi under tone kulit warm', 'tweet_text': ' pas tipe kulit kombinasi under tone kulit warm', 'sentence_score': ['pas tipe kulit kombinasi under tone kulit warm'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pas tipe kulit kombinasi under tone kulit warm, pas tipe kulit kombinasi under tone kulit warm,['pas tipe kulit kombinasi under tone kulit warm'],1,-1,netral
kirim cepat aman pecah pump up bottle higenis pipet texture cepat serap lengket bau fragrance free tarik layer pelembab netral soothing,"{'classified_text': 'kirim cepat [4] aman [5] pecah [-2] pump up bottle higenis pipet texture cepat [4] serap lengket bau [-4] fragrance free tarik layer pelembab netral soothing', 'tweet_text': ' kirim cepat aman pecah pump up bottle higenis pipet texture cepat serap lengket bau fragrance free tarik layer pelembab netral soothing', 'sentence_score': ['kirim cepat [4] aman [5] pecah [-2] pump up bottle higenis pipet texture cepat [4] serap lengket bau [-4] fragrance free tarik layer pelembab netral soothing'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",kirim cepat [4] aman [5] pecah [-2] pump up bottle higenis pipet texture cepat [4] serap lengket bau [-4] fragrance free tarik layer pelembab netral soothing, kirim cepat aman pecah pump up bottle higenis pipet texture cepat serap lengket bau fragrance free tarik layer pelembab netral soothing,['kirim cepat [4] aman [5] pecah [-2] pump up bottle higenis pipet texture cepat [4] serap lengket bau [-4] fragrance free tarik layer pelembab netral soothing'],5,-4,positif
mantap kirim cepat packing aman banget isi dalam lap bubble wrap,"{'classified_text': 'mantap [4] kirim cepat [4] packing aman [5] banget isi dalam lap bubble wrap', 'tweet_text': ' mantap kirim cepat packing aman banget isi dalam lap bubble wrap', 'sentence_score': ['mantap [4] kirim cepat [4] packing aman [5] banget isi dalam lap bubble wrap'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] kirim cepat [4] packing aman [5] banget isi dalam lap bubble wrap, mantap kirim cepat packing aman banget isi dalam lap bubble wrap,['mantap [4] kirim cepat [4] packing aman [5] banget isi dalam lap bubble wrap'],5,-1,positif
oke,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
malas beli pengin coba sample serum dpet sample serum,"{'classified_text': 'malas [-4] beli pengin coba sample serum dpet sample serum', 'tweet_text': ' malas beli pengin coba sample serum dpet sample serum', 'sentence_score': ['malas [-4] beli pengin coba sample serum dpet sample serum'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",malas [-4] beli pengin coba sample serum dpet sample serum, malas beli pengin coba sample serum dpet sample serum,['malas [-4] beli pengin coba sample serum dpet sample serum'],1,-4,negatif
tipe kulit minyak tipe kulit kering,"{'classified_text': 'tipe kulit minyak tipe kulit kering', 'tweet_text': ' tipe kulit minyak tipe kulit kering', 'sentence_score': ['tipe kulit minyak tipe kulit kering'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering, tipe kulit minyak tipe kulit kering,['tipe kulit minyak tipe kulit kering'],1,-1,netral
kirim,"{'classified_text': 'kirim', 'tweet_text': ' kirim', 'sentence_score': ['kirim'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kirim, kirim,['kirim'],1,-1,netral
eyeliner nya tutup tutup warna nya bagus pas buka tutup paksa nutup beber paksa tutup pakai lem biar kering chat admin balas,"{'classified_text': 'eyeliner nya tutup tutup warna nya bagus [4] pas buka tutup paksa [-4] nutup beber paksa [-4] tutup pakai lem biar kering chat admin balas', 'tweet_text': ' eyeliner nya tutup tutup warna nya bagus pas buka tutup paksa nutup beber paksa tutup pakai lem biar kering chat admin balas', 'sentence_score': ['eyeliner nya tutup tutup warna nya bagus [4] pas buka tutup paksa [-4] nutup beber paksa [-4] tutup pakai lem biar kering chat admin balas'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",eyeliner nya tutup tutup warna nya bagus [4] pas buka tutup paksa [-4] nutup beber paksa [-4] tutup pakai lem biar kering chat admin balas, eyeliner nya tutup tutup warna nya bagus pas buka tutup paksa nutup beber paksa tutup pakai lem biar kering chat admin balas,['eyeliner nya tutup tutup warna nya bagus [4] pas buka tutup paksa [-4] nutup beber paksa [-4] tutup pakai lem biar kering chat admin balas'],4,-4,netral
tau pakai bberapa kali kelopak mata kering perih iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa,"{'classified_text': 'tau pakai bberapa kali kelopak mata kering perih [-4] iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa [-3]', 'tweet_text': ' tau pakai bberapa kali kelopak mata kering perih iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa', 'sentence_score': ['tau pakai bberapa kali kelopak mata kering perih [-4] iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa [-3]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tau pakai bberapa kali kelopak mata kering perih [-4] iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa [-3], tau pakai bberapa kali kelopak mata kering perih iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa,['tau pakai bberapa kali kelopak mata kering perih [-4] iritasi merah gasuka banget produk coba bahas seller gadapet solusi kecewa [-3]'],1,-4,negatif
paket aman moga cocok,"{'classified_text': 'paket aman [4] moga cocok [3]', 'tweet_text': ' paket aman moga cocok', 'sentence_score': ['paket aman [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket aman [4] moga cocok [3], paket aman moga cocok,['paket aman [4] moga cocok [3]'],4,-1,positif
proses,"{'classified_text': 'proses', 'tweet_text': ' proses', 'sentence_score': ['proses'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",proses, proses,['proses'],1,-1,netral
cepat tekstur creamy smugeproof loh warna pigment,"{'classified_text': 'cepat [4] tekstur creamy smugeproof loh warna pigment', 'tweet_text': ' cepat tekstur creamy smugeproof loh warna pigment', 'sentence_score': ['cepat [4] tekstur creamy smugeproof loh warna pigment'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cepat [4] tekstur creamy smugeproof loh warna pigment, cepat tekstur creamy smugeproof loh warna pigment,['cepat [4] tekstur creamy smugeproof loh warna pigment'],4,-1,positif
gift jepit bulu mata bagus happy thanks somethinc,"{'classified_text': 'gift jepit bulu [-1] mata bagus [4] happy thanks somethinc', 'tweet_text': ' gift jepit bulu mata bagus happy thanks somethinc', 'sentence_score': ['gift jepit bulu [-1] mata bagus [4] happy thanks somethinc'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",gift jepit bulu [-1] mata bagus [4] happy thanks somethinc, gift jepit bulu mata bagus happy thanks somethinc,['gift jepit bulu [-1] mata bagus [4] happy thanks somethinc'],4,-1,positif
cocok bagus muka ngurangin garis halus kerut,"{'classified_text': 'cocok [3] bagus [5] muka ngurangin garis halus [3] kerut [-2]', 'tweet_text': ' cocok bagus muka ngurangin garis halus kerut', 'sentence_score': ['cocok [3] bagus [5] muka ngurangin garis halus [3] kerut [-2]'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",cocok [3] bagus [5] muka ngurangin garis halus [3] kerut [-2], cocok bagus muka ngurangin garis halus kerut,['cocok [3] bagus [5] muka ngurangin garis halus [3] kerut [-2]'],5,-2,positif
sesuai deskripsi,"{'classified_text': 'sesuai [3] deskripsi', 'tweet_text': ' sesuai deskripsi', 'sentence_score': ['sesuai [3] deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] deskripsi, sesuai deskripsi,['sesuai [3] deskripsi'],3,-1,positif
cocok pakai pelembab pakai siang malam suka packaging ml kontrol pakai banyak tempel muka,"{'classified_text': 'cocok [3] pakai pelembab pakai siang malam suka [4] packaging ml kontrol pakai banyak tempel muka', 'tweet_text': ' cocok pakai pelembab pakai siang malam suka packaging ml kontrol pakai banyak tempel muka', 'sentence_score': ['cocok [3] pakai pelembab pakai siang malam suka [4] packaging ml kontrol pakai banyak tempel muka'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] pakai pelembab pakai siang malam suka [4] packaging ml kontrol pakai banyak tempel muka, cocok pakai pelembab pakai siang malam suka packaging ml kontrol pakai banyak tempel muka,['cocok [3] pakai pelembab pakai siang malam suka [4] packaging ml kontrol pakai banyak tempel muka'],4,-1,positif
lot responnya,"{'classified_text': 'lot responnya', 'tweet_text': ' lot responnya', 'sentence_score': ['lot responnya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",lot responnya, lot responnya,['lot responnya'],1,-1,netral
pakai pagi malam pakai cream malam bulan kulit kasar kelupas perih beli cream wajah kulit masalah,"{'classified_text': 'pakai pagi malam pakai cream malam bulan kulit kasar [-3] kelupas perih [-4] beli cream wajah kulit masalah [-4]', 'tweet_text': ' pakai pagi malam pakai cream malam bulan kulit kasar kelupas perih beli cream wajah kulit masalah', 'sentence_score': ['pakai pagi malam pakai cream malam bulan kulit kasar [-3] kelupas perih [-4] beli cream wajah kulit masalah [-4]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",pakai pagi malam pakai cream malam bulan kulit kasar [-3] kelupas perih [-4] beli cream wajah kulit masalah [-4], pakai pagi malam pakai cream malam bulan kulit kasar kelupas perih beli cream wajah kulit masalah,['pakai pagi malam pakai cream malam bulan kulit kasar [-3] kelupas perih [-4] beli cream wajah kulit masalah [-4]'],1,-4,negatif
suka banget tahan hari kualitas repurchase pasti,"{'classified_text': 'suka [5] banget tahan hari kualitas repurchase pasti', 'tweet_text': ' suka banget tahan hari kualitas repurchase pasti', 'sentence_score': ['suka [5] banget tahan hari kualitas repurchase pasti'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",suka [5] banget tahan hari kualitas repurchase pasti, suka banget tahan hari kualitas repurchase pasti,['suka [5] banget tahan hari kualitas repurchase pasti'],5,-1,positif
paket aman cepat texture cepat resap scent bubble gum jadul bekas greasy orang white cast lengket sale harga jangkau worth try test nyaman pakai orang not biasamya pki sinscreen skinti pricey,"{'classified_text': 'paket aman [4] cepat [5] texture cepat [4] resap scent bubble gum jadul bekas [-4] greasy orang white cast lengket sale harga jangkau worth try test nyaman [4] pakai orang not biasamya pki sinscreen skinti pricey', 'tweet_text': ' paket aman cepat texture cepat resap scent bubble gum jadul bekas greasy orang white cast lengket sale harga jangkau worth try test nyaman pakai orang not biasamya pki sinscreen skinti pricey', 'sentence_score': ['paket aman [4] cepat [5] texture cepat [4] resap scent bubble gum jadul bekas [-4] greasy orang white cast lengket sale harga jangkau worth try test nyaman [4] pakai orang not biasamya pki sinscreen skinti pricey'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",paket aman [4] cepat [5] texture cepat [4] resap scent bubble gum jadul bekas [-4] greasy orang white cast lengket sale harga jangkau worth try test nyaman [4] pakai orang not biasamya pki sinscreen skinti pricey, paket aman cepat texture cepat resap scent bubble gum jadul bekas greasy orang white cast lengket sale harga jangkau worth try test nyaman pakai orang not biasamya pki sinscreen skinti pricey,['paket aman [4] cepat [5] texture cepat [4] resap scent bubble gum jadul bekas [-4] greasy orang white cast lengket sale harga jangkau worth try test nyaman [4] pakai orang not biasamya pki sinscreen skinti pricey'],5,-4,positif
cocok buat pakai bedak abu kulit kalo resap good,"{'classified_text': 'cocok [3] buat pakai bedak abu kulit kalo resap good', 'tweet_text': ' cocok buat pakai bedak abu kulit kalo resap good', 'sentence_score': ['cocok [3] buat pakai bedak abu kulit kalo resap good'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] buat pakai bedak abu kulit kalo resap good, cocok buat pakai bedak abu kulit kalo resap good,['cocok [3] buat pakai bedak abu kulit kalo resap good'],3,-1,positif
pecah jalan,"{'classified_text': 'pecah [-2] jalan', 'tweet_text': ' pecah jalan', 'sentence_score': ['pecah [-2] jalan'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",pecah [-2] jalan, pecah jalan,['pecah [-2] jalan'],1,-2,negatif
no review found,"{'classified_text': 'no review found', 'tweet_text': ' no review found', 'sentence_score': ['no review found'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",no review found, no review found,['no review found'],1,-1,netral
isi dikit banget lembabnya tahan bibir,"{'classified_text': 'isi dikit banget lembabnya tahan bibir', 'tweet_text': ' isi dikit banget lembabnya tahan bibir', 'sentence_score': ['isi dikit banget lembabnya tahan bibir'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",isi dikit banget lembabnya tahan bibir, isi dikit banget lembabnya tahan bibir,['isi dikit banget lembabnya tahan bibir'],1,-1,netral
always repurchase,"{'classified_text': 'always repurchase', 'tweet_text': ' always repurchase', 'sentence_score': ['always repurchase'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",always repurchase, always repurchase,['always repurchase'],1,-1,netral
barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas,"{'classified_text': 'barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas', 'tweet_text': ' barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas', 'sentence_score': ['barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas, barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas,['barang terima komplain jual respond suruh hubung kurir status barang barang terima komplain investigasi kerja refund uang kerja kerja kelar kapok deh beli toko official kaleng kualitas'],1,-1,netral
bikin muka kering,"{'classified_text': 'bikin muka kering', 'tweet_text': ' bikin muka kering', 'sentence_score': ['bikin muka kering'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bikin muka kering, bikin muka kering,['bikin muka kering'],1,-1,netral
waterproof eyelid minyak,"{'classified_text': 'waterproof eyelid minyak', 'tweet_text': ' waterproof eyelid minyak', 'sentence_score': ['waterproof eyelid minyak'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",waterproof eyelid minyak, waterproof eyelid minyak,['waterproof eyelid minyak'],1,-1,netral
lipstick kering berat pakai,"{'classified_text': 'lipstick kering berat [-2] pakai', 'tweet_text': ' lipstick kering berat pakai', 'sentence_score': ['lipstick kering berat [-2] pakai'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",lipstick kering berat [-2] pakai, lipstick kering berat pakai,['lipstick kering berat [-2] pakai'],1,-2,negatif
beli somethinc pas beli ganti packaging nya pas buka knapa kotor nya takut higienis,"{'classified_text': 'beli somethinc pas beli ganti packaging nya pas buka knapa kotor [-3] nya takut [-3] higienis', 'tweet_text': ' beli somethinc pas beli ganti packaging nya pas buka knapa kotor nya takut higienis', 'sentence_score': ['beli somethinc pas beli ganti packaging nya pas buka knapa kotor [-3] nya takut [-3] higienis'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",beli somethinc pas beli ganti packaging nya pas buka knapa kotor [-3] nya takut [-3] higienis, beli somethinc pas beli ganti packaging nya pas buka knapa kotor nya takut higienis,['beli somethinc pas beli ganti packaging nya pas buka knapa kotor [-3] nya takut [-3] higienis'],1,-3,negatif
salah alamt ubah alhasil item donasi,"{'classified_text': 'salah [-4] alamt ubah alhasil item donasi', 'tweet_text': ' salah alamt ubah alhasil item donasi', 'sentence_score': ['salah [-4] alamt ubah alhasil item donasi'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",salah [-4] alamt ubah alhasil item donasi, salah alamt ubah alhasil item donasi,['salah [-4] alamt ubah alhasil item donasi'],1,-4,negatif
oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc,"{'classified_text': 'oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc', 'tweet_text': ' oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc', 'sentence_score': ['oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc, oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc,['oekk gratis eyelash curler bzier tifak sangka lofyuu somethinc'],1,-1,netral
coba tipis jari bismillah moga cocok hasil,"{'classified_text': 'coba tipis [-1] jari bismillah moga cocok [3] hasil', 'tweet_text': ' coba tipis jari bismillah moga cocok hasil', 'sentence_score': ['coba tipis [-1] jari bismillah moga cocok [3] hasil'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba tipis [-1] jari bismillah moga cocok [3] hasil, coba tipis jari bismillah moga cocok hasil,['coba tipis [-1] jari bismillah moga cocok [3] hasil'],3,-1,positif
luber,"{'classified_text': 'luber', 'tweet_text': ' luber', 'sentence_score': ['luber'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",luber, luber,['luber'],1,-1,netral
kecewa banget kemas botol nya pecah isi serum nya tumpah packing rapi tolong pasti kirim serum periksa kemas nya,"{'classified_text': 'kecewa [-4] banget kemas botol nya pecah [-2] isi serum nya tumpah packing rapi [4] tolong pasti kirim serum periksa kemas nya', 'tweet_text': ' kecewa banget kemas botol nya pecah isi serum nya tumpah packing rapi tolong pasti kirim serum periksa kemas nya', 'sentence_score': ['kecewa [-4] banget kemas botol nya pecah [-2] isi serum nya tumpah packing rapi [4] tolong pasti kirim serum periksa kemas nya'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",kecewa [-4] banget kemas botol nya pecah [-2] isi serum nya tumpah packing rapi [4] tolong pasti kirim serum periksa kemas nya, kecewa banget kemas botol nya pecah isi serum nya tumpah packing rapi tolong pasti kirim serum periksa kemas nya,['kecewa [-4] banget kemas botol nya pecah [-2] isi serum nya tumpah packing rapi [4] tolong pasti kirim serum periksa kemas nya'],4,-4,netral
produk ok produk cepat blend warna kulit wajah natural oily wajah tipe minyak,"{'classified_text': 'produk ok [1] produk cepat [4] blend warna kulit wajah natural oily wajah tipe minyak', 'tweet_text': ' produk ok produk cepat blend warna kulit wajah natural oily wajah tipe minyak', 'sentence_score': ['produk ok [1] produk cepat [4] blend warna kulit wajah natural oily wajah tipe minyak'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",produk ok [1] produk cepat [4] blend warna kulit wajah natural oily wajah tipe minyak, produk ok produk cepat blend warna kulit wajah natural oily wajah tipe minyak,['produk ok [1] produk cepat [4] blend warna kulit wajah natural oily wajah tipe minyak'],4,-1,positif
praktis cocok keluarga nyaman muda tua,"{'classified_text': 'praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]', 'tweet_text': ' praktis cocok keluarga nyaman muda tua', 'sentence_score': ['praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4], praktis cocok keluarga nyaman muda tua,['praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]'],5,-4,positif
pumpnya rusak tetes manual,"{'classified_text': 'pumpnya rusak [-4] tetes manual', 'tweet_text': ' pumpnya rusak tetes manual', 'sentence_score': ['pumpnya rusak [-4] tetes manual'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",pumpnya rusak [-4] tetes manual, pumpnya rusak tetes manual,['pumpnya rusak [-4] tetes manual'],1,-4,negatif
sip coba warna hayg savage cocok kulit medium hari terima kasih ya,"{'classified_text': 'sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya', 'tweet_text': ' sip coba warna hayg savage cocok kulit medium hari terima kasih ya', 'sentence_score': ['sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya, sip coba warna hayg savage cocok kulit medium hari terima kasih ya,['sip coba warna hayg savage cocok [3] kulit medium hari terima kasih [4] ya'],4,-1,positif
kali coba warna kulit cenderung gelap pikir jomplang pas pakai blend banget kulit warna cerah tone up tekstur kaya foundy cair cepat nyerap kaya mate pas kering glow up,"{'classified_text': 'kali coba warna kulit cenderung gelap [-2] pikir jomplang pas pakai blend banget kulit warna cerah [4] tone up tekstur kaya [3] foundy cair cepat [4] nyerap kaya [3] mate pas kering glow up', 'tweet_text': ' kali coba warna kulit cenderung gelap pikir jomplang pas pakai blend banget kulit warna cerah tone up tekstur kaya foundy cair cepat nyerap kaya mate pas kering glow up', 'sentence_score': ['kali coba warna kulit cenderung gelap [-2] pikir jomplang pas pakai blend banget kulit warna cerah [4] tone up tekstur kaya [3] foundy cair cepat [4] nyerap kaya [3] mate pas kering glow up'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",kali coba warna kulit cenderung gelap [-2] pikir jomplang pas pakai blend banget kulit warna cerah [4] tone up tekstur kaya [3] foundy cair cepat [4] nyerap kaya [3] mate pas kering glow up, kali coba warna kulit cenderung gelap pikir jomplang pas pakai blend banget kulit warna cerah tone up tekstur kaya foundy cair cepat nyerap kaya mate pas kering glow up,['kali coba warna kulit cenderung gelap [-2] pikir jomplang pas pakai blend banget kulit warna cerah [4] tone up tekstur kaya [3] foundy cair cepat [4] nyerap kaya [3] mate pas kering glow up'],4,-2,positif
tipe kulit minyak kulit jerawat,"{'classified_text': 'tipe kulit minyak kulit jerawat', 'tweet_text': ' tipe kulit minyak kulit jerawat', 'sentence_score': ['tipe kulit minyak kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak kulit jerawat, tipe kulit minyak kulit jerawat,['tipe kulit minyak kulit jerawat'],1,-1,netral
coba paket aman kirim rada subs plus so far thank you seller,"{'classified_text': 'coba paket aman [4] kirim rada subs plus so far thank you seller', 'tweet_text': ' coba paket aman kirim rada subs plus so far thank you seller', 'sentence_score': ['coba paket aman [4] kirim rada subs plus so far thank you seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba paket aman [4] kirim rada subs plus so far thank you seller, coba paket aman kirim rada subs plus so far thank you seller,['coba paket aman [4] kirim rada subs plus so far thank you seller'],4,-1,positif
